customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,Cuentas_Diarias,account.Charges.Total
1622-HSHSF,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.55,0.65,19.55
1623-NLDOT,yes,female,0,yes,no,42,no,no,dsl,no,yes,no,yes,no,no,one year,no,mailed check,33.55,1.12,1445.3
1624-NALOJ,yes,male,1,no,no,5,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,89.8,2.99,502.6
1624-WOIWJ,yes,female,0,no,no,10,yes,no,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,mailed check,84.7,2.82,832.05
1625-JAIIY,yes,female,0,yes,yes,68,yes,yes,fiber optic,no,no,no,no,yes,no,one year,yes,electronic check,83.0,2.77,5685.8
1626-ERCMM,yes,male,1,yes,no,20,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.55,3.15,1899.65
1627-AFWVJ,no,female,0,no,no,29,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.4,0.65,554.25
1628-BIZYP,no,male,0,no,no,1,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,85.0,2.83,85.0
1629-DQQVB,no,female,0,no,no,14,yes,no,dsl,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),50.1,1.67,709.5
1635-FJFCC,no,female,0,no,no,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),44.05,1.47,202.15
1635-HDGFT,no,female,0,no,yes,19,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.5,0.68,398.55
1635-NZATJ,no,male,1,yes,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.45,0.85,1789.65
1636-NTNCO,no,male,1,no,no,4,no,no,dsl,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),50.95,1.7,207.35
1640-PLFMP,no,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.25,2.34,70.25
1641-BYBTK,no,male,0,no,yes,6,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.2,0.67,98.35
1641-RQDAY,no,female,1,yes,yes,32,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,100.4,3.35,3217.65
1642-HMARX,no,female,0,yes,no,68,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,electronic check,91.7,3.06,6424.7
1644-IRKSF,yes,female,0,yes,yes,33,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,93.8,3.13,3124.5
1656-DRSMG,no,female,0,no,no,63,yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,yes,credit card (automatic),109.85,3.66,7002.95
1657-DYMBM,no,male,0,yes,no,53,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.9,0.66,1110.05
1658-BYGOY,yes,male,1,no,no,18,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,95.45,3.18,1752.55
1658-TJVOA,no,female,1,no,no,6,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,74.1,2.47,450.9
1658-XUHBX,no,female,1,yes,yes,59,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),88.75,2.96,5348.65
1660-HSOOQ,yes,male,0,no,no,1,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,49.65,1.66,49.65
1661-CZBAU,no,male,0,no,no,48,yes,yes,dsl,yes,no,no,yes,no,yes,one year,yes,bank transfer (automatic),70.95,2.37,3629.2
1663-MHLHE,no,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.2,0.64,19.2
1666-JXLKU,no,female,0,no,no,37,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,100.05,3.34,3810.55
1666-JZPZT,no,male,0,no,no,27,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,49.0,1.63,1291.35
1670-SVOWZ,yes,female,0,yes,yes,14,yes,no,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,credit card (automatic),89.65,2.99,1208.35
1676-MQAOA,no,male,0,no,no,72,yes,no,dsl,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),75.1,2.5,5336.35
1678-FYZOW,yes,female,0,no,no,3,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.4,2.65,244.65
1679-JRFBR,no,female,0,yes,yes,70,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,credit card (automatic),108.15,3.6,7930.55
1680-VDCWW,no,male,0,yes,no,12,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),19.8,0.66,202.25
1682-VCOIO,no,male,0,no,no,23,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.45,0.68,481.1
1684-FLBGS,no,female,0,yes,yes,23,yes,yes,dsl,no,yes,no,yes,yes,no,month-to-month,yes,credit card (automatic),69.5,2.32,1652.1
1685-BQULA,no,female,0,no,no,40,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,bank transfer (automatic),93.4,3.11,3756.4
1685-VAYJF,no,male,0,no,no,11,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),45.2,1.51,492.0
1686-STUHN,no,male,0,no,no,42,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),19.8,0.66,849.9
1689-MRZQR,yes,male,0,yes,yes,34,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,no,electronic check,78.3,2.61,2564.3
1689-YQBYY,no,female,0,no,yes,12,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.6,2.55,893.0
1696-HXOWK,no,female,0,yes,no,71,yes,yes,fiber optic,yes,yes,no,no,yes,no,one year,no,mailed check,95.65,3.19,6856.95
1696-MZVAU,no,male,0,yes,yes,39,no,no,dsl,no,no,no,no,no,no,one year,yes,credit card (automatic),25.25,0.84,947.75
1697-BCSHV,no,female,0,yes,yes,58,yes,yes,dsl,no,yes,no,no,yes,no,month-to-month,yes,bank transfer (automatic),66.8,2.23,3970.4
1697-LYYYX,no,female,0,yes,yes,61,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),19.1,0.64,1143.8
1697-NVVGY,no,male,1,yes,no,19,yes,no,dsl,yes,no,yes,no,yes,no,month-to-month,no,bank transfer (automatic),66.4,2.21,1286.05
1698-XFZCI,no,male,0,no,no,61,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,yes,electronic check,107.75,3.59,6521.9
1699-HPSBG,yes,male,0,no,no,12,yes,no,dsl,no,no,no,yes,yes,no,one year,yes,electronic check,59.8,1.99,727.8
1699-TLDLZ,no,female,0,yes,yes,16,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.7,0.66,301.55
1699-UOTXU,no,male,0,no,no,60,yes,no,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,61.4,2.05,3638.25
1702-CCFNJ,no,male,0,yes,no,52,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),61.35,2.04,3169.55
1703-MGIAB,no,female,0,no,no,17,yes,yes,dsl,no,no,yes,yes,yes,no,month-to-month,yes,mailed check,69.0,2.3,1108.0
1704-NRWYE,yes,female,1,no,no,9,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,80.85,2.7,751.65
1705-GUHPV,no,female,0,no,no,63,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,24.2,0.81,1618.2
1707-HABPF,no,female,1,no,no,46,yes,no,fiber optic,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),91.3,3.04,4126.35
1708-PBBOA,no,female,0,no,no,42,no,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,electronic check,54.75,1.82,2348.45
1709-EJDOX,no,female,0,yes,yes,47,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.75,0.66,948.9
1710-RCXUS,no,male,0,yes,no,51,yes,yes,fiber optic,no,yes,no,no,no,yes,one year,yes,credit card (automatic),90.35,3.01,4614.55
1716-LSAMB,no,male,0,yes,yes,45,yes,no,dsl,yes,no,no,yes,no,no,two year,no,bank transfer (automatic),54.65,1.82,2553.7
1722-LDZJS,no,male,0,yes,yes,53,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.2,0.67,1068.15
1723-HKXJQ,yes,male,0,no,no,42,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,101.75,3.39,4273.45
1724-BQUHA,yes,male,1,no,no,5,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,89.5,2.98,477.7
1724-IQWNM,no,male,0,no,yes,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.3,0.64,19.3
1725-IQNIY,yes,male,0,yes,no,54,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),109.75,3.66,6110.2
1725-MIMXW,yes,male,0,no,yes,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.45,0.65,19.45
1728-BQDMA,no,female,0,no,no,2,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.45,1.48,82.7
1728-CXQBE,no,male,1,yes,no,64,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.25,3.14,6081.4
1729-VLAZJ,no,female,0,no,yes,10,no,no,dsl,yes,yes,no,yes,no,no,one year,no,mailed check,40.25,1.34,411.45
1730-VFMWO,no,female,0,yes,no,34,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),50.2,1.67,1815.3
1730-ZMAME,no,female,1,no,no,32,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,79.5,2.65,2665.0
1731-TVIUK,yes,female,0,no,no,4,yes,yes,fiber optic,no,yes,no,yes,no,yes,month-to-month,yes,electronic check,93.5,3.12,362.2
1732-FEKLD,no,female,0,no,no,54,yes,yes,fiber optic,no,yes,yes,no,yes,no,one year,yes,bank transfer (automatic),94.75,3.16,5121.75
1732-VHUBQ,yes,female,1,yes,yes,47,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),70.55,2.35,3309.25
1734-ZMNTZ,no,female,0,yes,yes,11,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.0,0.83,300.7
1735-XMJVH,no,male,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,19.35,0.64,152.6
1740-CSDJP,yes,male,0,no,no,1,no,no,dsl,no,no,no,no,no,yes,month-to-month,yes,bank transfer (automatic),35.25,1.18,35.25
1741-WTPON,no,male,0,yes,yes,56,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,mailed check,115.85,3.86,6567.9
1744-JHKYS,no,female,0,yes,no,34,yes,yes,no,no,no,no,no,no,no,month-to-month,no,electronic check,24.7,0.82,780.2
1746-TGTWV,no,male,0,yes,no,1,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,no,credit card (automatic),75.35,2.51,75.35
1750-CSKKM,yes,male,0,no,yes,9,yes,no,dsl,no,no,no,no,yes,no,month-to-month,no,electronic check,55.35,1.84,449.75
1751-NCDLI,no,male,1,yes,no,46,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.85,3.3,4564.9
1752-OZXFY,no,male,0,yes,no,60,yes,no,dsl,yes,no,no,no,yes,no,one year,yes,mailed check,59.8,1.99,3561.15
1754-GKYPY,no,male,1,yes,no,22,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),89.75,2.99,1938.9
1755-FZQEC,no,male,0,no,no,39,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.9,0.66,791.15
1755-RMCXH,no,male,0,yes,yes,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.3,0.68,40.25
1757-TCATG,no,male,0,yes,yes,35,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.05,0.67,746.75
1760-CAZHT,no,male,0,no,yes,25,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.8,0.69,460.2
1761-AEZZR,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,79.55,2.65,79.55
1763-KUAAW,no,female,1,no,no,18,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.35,0.68,369.6
1763-WQFUK,no,male,0,no,no,3,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,50.5,1.68,147.75
1764-VUUMT,no,male,0,no,yes,66,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.95,0.66,1269.1
1766-GKNMI,no,male,0,no,no,29,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.9,2.83,2516.2
1767-CJKBA,no,male,0,no,no,66,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.1,0.84,1697.7
1767-TGTKO,no,female,0,yes,yes,8,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,45.45,1.52,411.75
1768-HNVGJ,no,female,1,no,no,45,yes,yes,dsl,yes,no,no,yes,no,yes,month-to-month,yes,electronic check,70.05,2.34,3062.45
1768-ZAIFU,yes,female,1,no,no,1,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,25.2,0.84,25.2
1769-GRUIK,no,female,0,no,no,18,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,71.1,2.37,1247.75
1771-OADNZ,yes,male,1,yes,no,29,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,95.9,3.2,2745.2
1775-KWJKQ,no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),89.85,2.99,6562.9
1776-SPBWV,no,female,0,yes,yes,34,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),20.1,0.67,682.1
1777-JYQPJ,no,male,0,no,no,2,no,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,24.3,0.81,38.45
1779-PWPMG,no,female,1,yes,no,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),114.65,3.82,8333.95
1784-BXEFA,no,female,0,no,no,10,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.55,0.68,187.35
1784-EZDKJ,no,male,0,yes,no,51,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),106.8,3.56,5498.8
1785-BPHTP,no,male,0,yes,yes,28,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,85.45,2.85,2289.9
1790-NESIO,no,female,0,no,no,13,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,20.4,0.68,261.3
1791-PQHBB,no,female,0,no,yes,2,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,credit card (automatic),61.2,2.04,125.95
1792-UXAFY,yes,female,1,no,no,17,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.15,2.97,1496.9
1794-HBQTJ,yes,female,0,no,no,1,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),48.6,1.62,48.6
1794-SWWKL,no,male,0,yes,yes,15,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,yes,bank transfer (automatic),59.65,1.99,867.1
1796-JANOW,no,female,0,no,no,2,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.95,0.66,38.15
1803-BGNBD,no,female,0,no,no,12,yes,no,dsl,no,yes,no,yes,no,no,month-to-month,yes,electronic check,54.3,1.81,654.5
1809-DMJHQ,yes,female,0,no,yes,5,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,46.0,1.53,221.7
1810-BOHSY,no,male,0,yes,no,51,yes,yes,fiber optic,yes,yes,no,no,no,yes,one year,yes,credit card (automatic),96.4,3.21,4911.05
1810-MVMAI,no,male,0,yes,yes,30,yes,yes,dsl,yes,yes,yes,yes,no,no,month-to-month,no,electronic check,67.6,2.25,2000.2
1813-JLKWR,no,female,0,yes,yes,64,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),19.8,0.66,1336.65
1813-JYWTO,no,female,0,yes,no,72,yes,yes,fiber optic,yes,no,no,no,no,no,two year,no,bank transfer (automatic),80.45,2.68,5737.6
1814-DKOLC,no,female,0,no,no,5,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,25.45,0.85,134.75
1814-WFGVS,no,male,0,yes,yes,72,no,no,dsl,yes,no,yes,yes,yes,no,two year,no,mailed check,48.9,1.63,3527.0
1816-FLZDK,no,male,0,no,no,1,no,no,dsl,no,no,no,yes,no,no,month-to-month,no,mailed check,29.15,0.97,29.15
1818-ESQMW,no,female,0,no,no,27,yes,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,yes,electronic check,89.2,2.97,2383.6
1820-DJFPH,no,female,0,yes,yes,72,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),24.05,0.8,1709.15
1820-TQVEV,yes,male,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,69.55,2.32,69.55
1821-BUCWY,no,male,0,no,no,30,yes,no,dsl,yes,no,yes,no,no,no,two year,yes,mailed check,55.65,1.86,1653.85
1830-GGFNM,no,male,0,yes,yes,65,yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),94.55,3.15,6078.75
1830-IPXVJ,no,female,0,yes,yes,61,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.75,0.66,1311.6
1832-PEUTS,no,male,0,yes,yes,62,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,credit card (automatic),89.1,2.97,5411.65
1833-TCXKK,no,male,0,yes,no,45,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),107.75,3.59,4882.8
1833-VGRUM,yes,female,1,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.2,2.47,74.2
1834-ABKHQ,no,female,0,yes,yes,52,yes,no,dsl,no,no,yes,no,no,no,one year,yes,bank transfer (automatic),50.95,1.7,2610.65
1834-WULEG,no,male,0,yes,yes,24,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.25,0.68,439.75
1837-YQUCE,no,female,0,no,no,70,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),58.35,1.94,4214.25
1839-FBNFR,no,female,0,yes,yes,39,yes,no,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),19.85,0.66,854.8
1839-UMACK,no,male,0,no,no,42,yes,yes,no,no,no,no,no,no,no,one year,no,electronic check,25.05,0.84,949.85
1840-BIUOG,no,male,0,no,no,20,yes,yes,dsl,no,yes,no,yes,yes,no,one year,yes,electronic check,68.7,2.29,1416.2
1841-YSJGV,no,male,0,yes,no,72,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,two year,yes,credit card (automatic),109.95,3.66,7852.4
1842-EZJMK,yes,male,0,yes,yes,50,yes,yes,fiber optic,no,yes,no,yes,yes,yes,month-to-month,no,electronic check,103.7,3.46,5071.05
1843-TLSGD,no,female,0,yes,yes,13,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.85,0.7,272.35
1845-CSBRZ,no,female,1,yes,yes,22,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,no,bank transfer (automatic),85.35,2.84,1961.6
1845-ZLLIG,no,male,0,no,no,1,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,50.15,1.67,50.15
1846-XWOQN,yes,female,1,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.15,2.34,70.15
1848-LBZHY,no,female,0,yes,no,7,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),50.3,1.68,355.1
1849-RJYIG,no,female,0,no,no,8,yes,no,dsl,yes,no,no,no,yes,no,month-to-month,yes,electronic check,60.0,2.0,487.75
1850-AKQEP,no,male,0,no,yes,8,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.35,0.68,178.7
1852-QSWCD,no,male,0,yes,yes,64,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,24.8,0.83,1514.85
1852-XEMDW,no,male,0,no,no,22,yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,no,mailed check,65.05,2.17,1427.55
1853-ARAAQ,no,female,0,no,no,26,no,no,dsl,no,no,yes,no,yes,yes,month-to-month,yes,credit card (automatic),50.35,1.68,1277.5
1853-UDXBW,yes,male,0,yes,yes,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.0,2.33,70.0
1855-AGAWH,no,male,0,yes,no,31,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,yes,electronic check,93.8,3.13,2939.8
1855-CFULU,no,female,1,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.05,0.67,91.45
1862-QRWPE,no,female,0,yes,yes,48,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.65,0.69,1057.0
1862-SKORY,yes,female,1,yes,no,40,no,no,dsl,no,yes,no,no,yes,no,month-to-month,yes,electronic check,39.3,1.31,1637.4
1866-DIOQZ,no,female,0,yes,no,71,no,no,dsl,yes,yes,yes,yes,yes,yes,one year,no,bank transfer (automatic),66.8,2.23,4689.15
1866-NXPSP,no,female,0,no,no,36,yes,no,dsl,yes,yes,yes,yes,no,yes,one year,yes,mailed check,75.55,2.52,2680.15
1866-OBPNR,no,male,0,yes,yes,1,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,no,credit card (automatic),74.6,2.49,74.6
1866-RZZQS,yes,male,1,no,no,41,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,98.4,3.28,4187.75
1866-ZSLJM,no,male,0,no,no,21,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.5,0.68,402.85
1867-BDVFH,yes,male,0,yes,yes,11,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,74.35,2.48,834.2
1867-TJHTS,no,female,0,no,no,58,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),79.8,2.66,4526.85
1871-MOWRM,yes,male,0,yes,no,12,yes,no,fiber optic,yes,no,no,yes,no,no,month-to-month,no,bank transfer (automatic),80.85,2.7,866.45
1872-EBWSC,no,female,0,no,no,29,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.35,0.68,617.35
1875-QIVME,yes,female,0,yes,no,2,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,yes,electronic check,104.4,3.48,242.8
1877-HKBQX,no,female,0,no,no,11,yes,no,dsl,yes,no,no,yes,no,no,one year,yes,mailed check,54.6,1.82,617.85
1891-FZYSA,yes,male,1,yes,no,69,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,89.95,3.0,6143.15
1891-QRQSA,no,male,1,yes,yes,64,yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),111.6,3.72,7099.0
1891-UAWWU,yes,female,1,yes,no,20,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,no,electronic check,90.8,3.03,1951.0
1894-IGFSG,yes,female,0,no,no,22,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,89.25,2.98,1907.85
1895-QTKDO,no,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,credit card (automatic),43.95,1.46,43.95
1897-OKVMW,no,female,0,yes,yes,64,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,mailed check,90.6,3.02,5817.45
1897-RCFUM,no,female,0,yes,yes,39,yes,yes,no,no,no,no,no,no,no,one year,yes,mailed check,24.2,0.81,914.6
1898-JSNDC,no,female,0,no,no,39,yes,no,dsl,no,yes,no,no,yes,no,one year,yes,credit card (automatic),58.6,1.95,2224.5
1899-VXWXM,yes,male,0,no,no,48,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),106.1,3.54,5082.8
1902-XBTFB,yes,male,0,no,yes,22,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,89.4,2.98,2001.5
1904-WAJAA,no,female,0,yes,yes,24,yes,yes,dsl,yes,yes,yes,no,no,no,two year,no,electronic check,64.35,2.14,1558.65
1905-OEILC,no,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.5,0.65,19.5
1907-UBQFC,yes,male,1,no,no,10,yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,72.85,2.43,688.65
1907-YLNYW,no,male,0,no,no,8,yes,no,dsl,yes,no,yes,no,no,yes,month-to-month,yes,electronic check,66.7,2.22,579.0
1910-FMXJM,no,female,0,yes,no,36,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.4,2.68,2937.65
1915-IOFGU,yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.5,2.35,70.5
1915-OAKWD,no,female,0,no,yes,16,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.3,0.64,360.35
1918-ZBFQJ,yes,female,0,no,no,13,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,electronic check,79.25,2.64,1111.65
1919-RTPQD,no,male,0,yes,yes,7,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,44.75,1.49,333.65
1921-KYSAY,no,female,0,no,no,41,yes,yes,dsl,no,no,yes,yes,no,yes,one year,yes,electronic check,68.6,2.29,2877.05
1925-GMVBW,no,female,0,no,no,5,yes,no,no,no,no,no,no,no,no,month-to-month,no,credit card (automatic),20.55,0.68,96.1
1925-LFCZZ,no,male,1,no,no,55,no,no,dsl,no,no,yes,no,yes,yes,one year,yes,bank transfer (automatic),50.05,1.67,2743.45
1925-TIBLE,yes,female,0,yes,no,7,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,86.5,2.88,582.5
1926-QUZNN,no,female,0,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),25.25,0.84,1841.2
1927-QEWMY,no,female,0,yes,no,72,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),20.5,0.68,1502.25
1928-BXYIV,no,male,0,no,no,1,yes,yes,dsl,yes,yes,no,no,no,no,month-to-month,no,electronic check,61.15,2.04,61.15
1929-ZCBHE,no,male,0,yes,yes,47,no,no,dsl,yes,no,yes,yes,no,no,one year,no,electronic check,40.3,1.34,1794.8
1930-BZLHI,no,male,0,no,no,21,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,20.35,0.68,422.7
1930-QPBVZ,no,male,0,yes,yes,68,yes,no,fiber optic,yes,yes,no,yes,no,yes,two year,no,bank transfer (automatic),95.1,3.17,6683.4
1930-WNXSB,no,male,0,yes,yes,58,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,92.85,3.1,5305.05
